timestamp,Message
2023-05-03T19:33:52.935330Z,"{'pow': [5.801, 9.253, 3.925, 2.417, 0.799, 5.094, 1.743, 0.676, 0.498, 0.213, 10.302, 7.949, 5.844, 2.95, 0.854, 8.179, 9.012, 6.483, 3.249, 0.721, 4.688, 9.707, 3.41, 3.076, 0.556], 'time': 1683167632.9301}"
2023-05-03T19:33:52.935444Z,"{'signal': 1.0, 'dev': [4, 4, 4, 4, 4, 100], 'batteryPercent': 80, 'time': 1683167632.9301}"
2023-05-03T19:33:52.935556Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167632.8988}"
2023-05-03T19:33:52.935673Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167632.9301}"
2023-05-03T19:33:52.954355Z,"{'mot': [35, 0, 0.924387, -0.0625, 0.375, 0.03125, 1.000015, 0.125002, -0.187503, -76.563667, -18.674038, 38.281834], 'time': 1683167632.9457}"
2023-05-03T19:33:52.993970Z,"{'mot': [36, 0, 0.760827, 0.203125, 0.53125, -0.3125, 1.000015, 0.156252, -0.187503, -76.563667, -16.806635, 38.281834], 'time': 1683167632.9613}"
2023-05-03T19:33:52.994097Z,"{'mot': [37, 0, 0.582333, 0.359375, 0.515625, -0.515625, 0.968765, 0.156252, -0.187503, -76.563667, -15.125971, 38.281834], 'time': 1683167632.9769}"
2023-05-03T19:33:52.994208Z,"{'mot': [38, 0, 0.872485, -0.0625, 0.484375, 0.015625, 1.000015, 0.125002, -0.187503, -76.563667, -13.613374, 38.281834], 'time': 1683167632.9926}"
2023-05-03T19:33:52.994289Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167632.9613}"
2023-05-03T19:33:52.994361Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167632.9926}"
2023-05-03T19:33:53.033734Z,"{'mot': [39, 0, 0.599886, 0.390625, 0.453125, -0.53125, 1.000015, 0.156252, -0.187503, -76.563667, -12.252036, 38.281834], 'time': 1683167633.0082}"
2023-05-03T19:33:53.033927Z,"{'mot': [40, 0, 0.864615, -0.046875, 0.5, -0.015625, 1.000015, 0.125002, -0.187503, -76.563667, -14.855016, 38.281834], 'time': 1683167633.0238}"
2023-05-03T19:33:53.034042Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.0238}"
2023-05-03T19:33:53.074715Z,"{'mot': [41, 0, 0.546652, 0.40625, 0.46875, -0.5625, 1.000015, 0.156252, -0.187503, -76.563667, -17.197699, 38.281834], 'time': 1683167633.0394}"
2023-05-03T19:33:53.074859Z,"{'mot': [42, 0, 0.931884, -0.046875, 0.359375, 0.015625, 0.968765, 0.125002, -0.187503, -76.563667, -19.306112, 38.281834], 'time': 1683167633.0551}"
2023-05-03T19:33:53.074970Z,"{'mot': [43, 0, 0.806165, 0.171875, 0.5, -0.265625, 1.000015, 0.125002, -0.218753, -76.563667, -21.203684, 38.281834], 'time': 1683167633.0707}"
2023-05-03T19:33:53.075101Z,"{'pow': [5.719, 9.516, 4.11, 2.245, 0.802, 5.134, 1.839, 0.685, 0.502, 0.207, 10.004, 8.248, 5.38, 2.744, 0.788, 7.5, 9.764, 5.686, 3.122, 0.667, 4.629, 10.575, 3.249, 2.86, 0.533], 'time': 1683167633.0551}"
2023-05-03T19:33:53.075201Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.0551}"
2023-05-03T19:33:53.113838Z,"{'mot': [44, 0, 0.560108, 0.390625, 0.484375, -0.546875, 1.000015, 0.156252, -0.187503, -76.563667, -22.911499, 38.281834], 'time': 1683167633.0863}"
2023-05-03T19:33:53.113974Z,"{'mot': [45, 0, 0.953253, -0.046875, 0.296875, 0.03125, 1.000015, 0.156252, -0.187503, -76.563667, -20.620348, 38.281834], 'time': 1683167633.1019}"
2023-05-03T19:33:53.114068Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.0863}"
2023-05-03T19:33:53.134038Z,"{'mot': [46, 0, 0.902741, 0.03125, 0.421875, -0.078125, 0.968765, 0.156252, -0.187503, -76.563667, -22.386497, 38.281834], 'time': 1683167633.1176}"
2023-05-03T19:33:53.134166Z,"{'mot': [47, 0, 0.573248, 0.390625, 0.46875, -0.546875, 0.968765, 0.156252, -0.218753, -76.563667, -23.97603, 38.281834], 'time': 1683167633.1332}"
2023-05-03T19:33:53.134252Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.1176}"
2023-05-03T19:33:53.173597Z,"{'mot': [48, 0, 0.904362, -0.0625, 0.421875, 0.015625, 1.000015, 0.156252, -0.218753, -76.563667, -25.40661, 38.281834], 'time': 1683167633.1488}"
2023-05-03T19:33:53.173726Z,"{'mot': [49, 0, 0.661991, 0.296875, 0.53125, -0.4375, 1.000015, 0.125002, -0.218753, -76.563667, -26.694134, 38.281834], 'time': 1683167633.1644}"
2023-05-03T19:33:53.173808Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.1488}"
2023-05-03T19:33:53.214530Z,"{'mot': [50, 0, 0.734042, 0.125, 0.625, -0.234375, 1.000015, 0.156252, -0.218753, -76.563667, -27.852903, 38.281834], 'time': 1683167633.1801}"
2023-05-03T19:33:53.214661Z,"{'mot': [51, 0, 0.681615, 0.40625, 0.296875, -0.53125, 1.000015, 0.125002, -0.187503, -76.563667, -25.067614, 38.281834], 'time': 1683167633.1957}"
2023-05-03T19:33:53.214764Z,"{'mot': [52, 0, 0.790878, 0.046875, 0.59375, -0.140625, 0.968765, 0.156252, -0.187503, -76.563667, -22.560852, 38.281834], 'time': 1683167633.2113}"
2023-05-03T19:33:53.214887Z,"{'pow': [5.55, 9.662, 3.996, 1.906, 0.744, 4.628, 1.775, 0.706, 0.497, 0.196, 9.524, 8.596, 4.451, 2.294, 0.683, 6.441, 9.851, 4.351, 2.687, 0.571, 4.568, 11.372, 2.859, 2.386, 0.477], 'time': 1683167633.1801}"
2023-05-03T19:33:53.214972Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.1801}"
2023-05-03T19:33:53.215057Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.2113}"
2023-05-03T19:33:53.254016Z,"{'mot': [53, 0, 0.715345, 0.375, 0.3125, -0.5, 1.000015, 0.156252, -0.187503, -76.563667, -20.304768, 38.281834], 'time': 1683167633.2269}"
2023-05-03T19:33:53.254214Z,"{'mot': [54, 0, 0.75745, 0.078125, 0.625, -0.171875, 1.000015, 0.156252, -0.187503, -76.563667, -18.27429, 38.281834], 'time': 1683167633.2426}"
2023-05-03T19:33:53.254335Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.2426}"
2023-05-03T19:33:53.294371Z,"{'mot': [55, 0, 0.826059, 0.3125, 0.234375, -0.40625, 0.968765, 0.156252, -0.187503, -76.563667, -16.446861, 38.281834], 'time': 1683167633.2582}"
2023-05-03T19:33:53.294525Z,"{'mot': [56, 0, 0.752275, 0.234375, 0.5, -0.359375, 1.000015, 0.156252, -0.218753, -76.563667, -14.802175, 38.281834], 'time': 1683167633.2738}"
2023-05-03T19:33:53.294633Z,"{'mot': [57, 0, 0.741982, 0.125, 0.609375, -0.25, 1.000015, 0.156252, -0.187503, -76.563667, -13.321958, 38.281834], 'time': 1683167633.2894}"
2023-05-03T19:33:53.294766Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.2738}"
2023-05-03T19:33:53.314222Z,"{'mot': [58, 0, 0.622456, 0.421875, 0.34375, -0.5625, 1.000015, 0.156252, -0.187503, -76.563667, -11.989761, 38.281834], 'time': 1683167633.3051}"
2023-05-03T19:33:53.314404Z,"{'pow': [5.235, 9.921, 3.636, 1.51, 0.654, 3.735, 1.572, 0.722, 0.489, 0.185, 9.115, 9.303, 3.299, 1.755, 0.573, 5.192, 9.508, 2.928, 2.072, 0.462, 4.375, 12.261, 2.384, 1.83, 0.407], 'time': 1683167633.3051}"
2023-05-03T19:33:53.314509Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.3051}"
2023-05-03T19:33:53.354501Z,"{'mot': [59, 0, 0.919887, -0.015625, 0.390625, -0.03125, 1.000015, 0.156252, -0.218753, -76.563667, -14.618969, 38.281834], 'time': 1683167633.3207}"
2023-05-03T19:33:53.354637Z,"{'mot': [60, 0, 0.764987, 0.203125, 0.515625, -0.328125, 0.968765, 0.156252, -0.187503, -76.563667, -13.157072, 38.281834], 'time': 1683167633.3363}"
2023-05-03T19:33:53.354746Z,"{'mot': [61, 0, 0.638334, 0.296875, 0.546875, -0.453125, 1.000015, 0.156252, -0.218753, -76.563667, -15.669548, 38.281834], 'time': 1683167633.3519}"
2023-05-03T19:33:53.354832Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.3363}"
2023-05-03T19:33:53.394079Z,"{'mot': [62, 0, 0.772766, 0.015625, 0.625, -0.109375, 1.000015, 0.156252, -0.187503, -76.563667, -14.102593, 38.281834], 'time': 1683167633.3676}"
2023-05-03T19:33:53.394211Z,"{'mot': [63, 0, 0.991418, 0.078125, 0.046875, -0.09375, 1.000015, 0.156252, -0.218753, -76.563667, -16.520517, 38.281834], 'time': 1683167633.3832}"
2023-05-03T19:33:53.394298Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.3676}"
2023-05-03T19:33:53.434124Z,"{'mot': [0, 0, 0.976531, 0.140625, 0.046875, -0.15625, 1.000015, 0.156252, -0.187503, -76.563667, -18.69665, 38.281834], 'time': 1683167633.3988}"
2023-05-03T19:33:53.434250Z,"{'mot': [1, 0, 0.950688, 0.1875, 0.078125, -0.234375, 0.968765, 0.125002, -0.187503, -76.563667, -20.655169, 38.281834], 'time': 1683167633.4144}"
2023-05-03T19:33:53.434351Z,"{'mot': [2, 0, 0.991418, 0.078125, 0.046875, -0.09375, 1.000015, 0.156252, -0.218753, -76.563667, -18.589651, 38.281834], 'time': 1683167633.4301}"
2023-05-03T19:33:53.434470Z,"{'pow': [4.974, 10.537, 3.142, 1.16, 0.565, 2.772, 1.29, 0.72, 0.485, 0.176, 9.262, 10.865, 2.205, 1.298, 0.486, 4.282, 9.087, 1.782, 1.453, 0.368, 4.342, 13.505, 1.954, 1.358, 0.346], 'time': 1683167633.4301}"
2023-05-03T19:33:53.434550Z,"{'signal': 1.0, 'dev': [4, 4, 4, 4, 4, 100], 'batteryPercent': 80, 'time': 1683167633.4301}"
2023-05-03T19:33:53.434626Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.3988}"
2023-05-03T19:33:53.434700Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.4301}"
2023-05-03T19:33:53.473595Z,"{'mot': [3, 0, 0.950688, 0.1875, 0.078125, -0.234375, 0.968765, 0.125002, -0.187503, -76.563667, -20.558868, 38.281834], 'time': 1683167633.4457}"
2023-05-03T19:33:53.473734Z,"{'mot': [4, 0, 0.897044, 0.25, 0.1875, -0.3125, 0.968765, 0.156252, -0.187503, -76.563667, -18.502983, 38.281834], 'time': 1683167633.4613}"
2023-05-03T19:33:53.473820Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.4613}"
2023-05-03T19:33:53.494091Z,"{'mot': [5, 0, 0.832242, 0.203125, 0.421875, -0.296875, 0.968765, 0.156252, -0.187503, -76.563667, -16.652683, 38.281834], 'time': 1683167633.4769}"
2023-05-03T19:33:53.494271Z,"{'mot': [6, 0, 0.782967, 0.125, 0.5625, -0.234375, 1.000015, 0.156252, -0.218753, -76.563667, -14.987415, 38.281834], 'time': 1683167633.4926}"
2023-05-03T19:33:53.494389Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.4926}"
2023-05-03T19:33:53.533518Z,"{'mot': [7, 0, 0.49534, 0.453125, 0.421875, -0.609375, 1.000015, 0.156252, -0.187503, -76.563667, -13.488674, 38.281834], 'time': 1683167633.5082}"
2023-05-03T19:33:53.533647Z,"{'mot': [8, 0, 0.936458, -0.0625, 0.34375, 0.03125, 0.968765, 0.156252, -0.187503, -76.563667, -15.96799, 38.281834], 'time': 1683167633.5238}"
2023-05-03T19:33:53.533730Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.5238}"
2023-05-03T19:33:53.574575Z,"{'mot': [9, 0, 0.86122, 0.0625, 0.484375, -0.140625, 0.968765, 0.156252, -0.187503, -76.563667, -18.199375, 38.281834], 'time': 1683167633.5394}"
2023-05-03T19:33:53.574739Z,"{'mot': [10, 0, 0.461136, 0.453125, 0.4375, -0.625, 0.968765, 0.156252, -0.218753, -76.563667, -16.379436, 38.281834], 'time': 1683167633.5551}"
2023-05-03T19:33:53.574863Z,"{'mot': [11, 0, 0.892131, -0.09375, 0.4375, 0.0625, 0.968765, 0.156252, -0.187503, -76.563667, -18.569677, 38.281834], 'time': 1683167633.5707}"
2023-05-03T19:33:53.575006Z,"{'pow': [4.821, 11.563, 2.691, 0.927, 0.502, 2.0, 1.009, 0.72, 0.483, 0.168, 10.246, 13.817, 1.439, 1.041, 0.435, 4.045, 8.887, 1.149, 0.998, 0.306, 4.7, 15.205, 1.653, 1.071, 0.311], 'time': 1683167633.5551}"
2023-05-03T19:33:53.575103Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.5551}"
2023-05-03T19:33:53.614011Z,"{'mot': [12, 0, 0.635651, 0.296875, 0.5625, -0.4375, 1.000015, 0.156252, -0.187503, -76.563667, -20.540892, 38.281834], 'time': 1683167633.5863}"
2023-05-03T19:33:53.614154Z,"{'mot': [13, 0, 0.72467, 0.15625, 0.609375, -0.28125, 0.968765, 0.156252, -0.187503, -76.563667, -18.486803, 38.281834], 'time': 1683167633.6019}"
2023-05-03T19:33:53.614242Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.5863}"
2023-05-03T19:33:53.634475Z,"{'mot': [14, 0, 0.561631, 0.4375, 0.375, -0.59375, 0.968765, 0.156252, -0.218753, -76.563667, -20.466307, 38.281834], 'time': 1683167633.6176}"
2023-05-03T19:33:53.634606Z,"{'mot': [15, 0, 0.98994, -0.015625, 0.140625, 0.0, 0.968765, 0.156252, -0.187503, -76.563667, -22.24786, 38.281834], 'time': 1683167633.6332}"
2023-05-03T19:33:53.634689Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.6176}"
2023-05-03T19:33:53.673940Z,"{'mot': [16, 0, 0.975155, -0.0625, 0.203125, 0.0625, 1.000015, 0.156252, -0.187503, -76.563667, -23.851257, 38.281834], 'time': 1683167633.6488}"
2023-05-03T19:33:53.674087Z,"{'mot': [17, 0, 0.949275, -0.03125, 0.3125, -0.015625, 1.000015, 0.156252, -0.187503, -76.563667, -25.294313, 38.281834], 'time': 1683167633.6644}"
2023-05-03T19:33:53.674179Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.6488}"
2023-05-03T19:33:53.714866Z,"{'mot': [18, 0, 0.82783, 0.1875, 0.4375, -0.296875, 1.000015, 0.156252, -0.187503, -76.563667, -26.593067, 38.281834], 'time': 1683167633.6801}"
2023-05-03T19:33:53.715060Z,"{'mot': [19, 0, 0.699993, 0.28125, 0.515625, -0.40625, 0.968765, 0.156252, -0.187503, -76.563667, -23.93376, 38.281834], 'time': 1683167633.6957}"
2023-05-03T19:33:53.715271Z,"{'mot': [20, 0, 0.753734, 0.078125, 0.625, -0.1875, 0.968765, 0.156252, -0.187503, -76.563667, -21.540384, 38.281834], 'time': 1683167633.7113}"
2023-05-03T19:33:53.715519Z,"{'pow': [4.746, 12.786, 2.428, 0.836, 0.473, 1.558, 0.798, 0.754, 0.477, 0.162, 11.994, 18.267, 1.133, 1.015, 0.412, 4.514, 9.03, 1.04, 0.811, 0.282, 5.562, 17.134, 1.501, 0.977, 0.308], 'time': 1683167633.6801}"
2023-05-03T19:33:53.715696Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.6801}"
2023-05-03T19:33:53.715855Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.7113}"
2023-05-03T19:33:53.754255Z,"{'mot': [21, 0, 0.921213, 0.21875, 0.15625, -0.28125, 1.000015, 0.156252, -0.187503, -76.563667, -19.386345, 38.281834], 'time': 1683167633.7269}"
2023-05-03T19:33:53.754521Z,"{'mot': [22, 0, 0.847215, 0.28125, 0.25, -0.375, 1.000015, 0.156252, -0.187503, -76.563667, -17.44771, 38.281834], 'time': 1683167633.7426}"
2023-05-03T19:33:53.754673Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.7426}"
2023-05-03T19:33:53.774540Z,"{'mot': [23, 0, 0.782967, 0.125, 0.5625, -0.234375, 0.968765, 0.156252, -0.187503, -76.563667, -15.70294, 38.281834], 'time': 1683167633.7582}"
2023-05-03T19:33:53.774712Z,"{'mot': [24, 0, 0.515862, 0.40625, 0.484375, -0.578125, 0.968765, 0.156252, -0.187503, -76.563667, -14.132646, 38.281834], 'time': 1683167633.7738}"
2023-05-03T19:33:53.774831Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.7738}"
2023-05-03T19:33:53.814676Z,"{'mot': [25, 0, 0.997923, 0.0, 0.0625, 0.015625, 0.968765, 0.156252, -0.187503, -76.563667, -12.719381, 38.281834], 'time': 1683167633.7894}"
2023-05-03T19:33:53.814858Z,"{'mot': [26, 0, 0.994001, -0.03125, 0.09375, 0.046875, 1.000015, 0.156252, -0.218753, -76.563667, -15.275626, 38.281834], 'time': 1683167633.8051}"
2023-05-03T19:33:53.815035Z,"{'pow': [4.698, 13.916, 2.396, 0.876, 0.468, 1.411, 0.708, 0.834, 0.462, 0.158, 13.984, 23.639, 1.268, 1.173, 0.398, 5.579, 9.464, 1.293, 0.902, 0.29, 6.899, 18.934, 1.46, 1.015, 0.334], 'time': 1683167633.8051}"
2023-05-03T19:33:53.815144Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.8051}"
2023-05-03T19:33:53.854357Z,"{'mot': [27, 0, 0.98611, -0.0625, 0.140625, 0.0625, 1.000015, 0.156252, -0.218753, -76.563667, -17.576248, 38.281834], 'time': 1683167633.8207}"
2023-05-03T19:33:53.854515Z,"{'mot': [28, 0, 0.975155, -0.0625, 0.203125, 0.0625, 1.000015, 0.156252, -0.218753, -76.563667, -15.818623, 38.281834], 'time': 1683167633.8363}"
2023-05-03T19:33:53.854645Z,"{'mot': [29, 0, 0.943988, -0.015625, 0.328125, -0.03125, 0.968765, 0.156252, -0.187503, -76.563667, -18.064943, 38.281834], 'time': 1683167633.8519}"
2023-05-03T19:33:53.854738Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.8363}"
2023-05-03T19:33:53.894521Z,"{'mot': [30, 0, 0.808131, 0.21875, 0.4375, -0.328125, 0.968765, 0.156252, -0.187503, -76.563667, -20.086634, 38.281834], 'time': 1683167633.8676}"
2023-05-03T19:33:53.894659Z,"{'mot': [31, 0, 0.731377, 0.21875, 0.546875, -0.34375, 1.000015, 0.156252, -0.187503, -76.563667, -18.077969, 38.281834], 'time': 1683167633.8832}"
2023-05-03T19:33:53.894750Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.8676}"
2023-05-03T19:33:53.935066Z,"{'mot': [32, 0, 0.655878, 0.265625, 0.578125, -0.40625, 0.968765, 0.156252, -0.218753, -76.563667, -20.098356, 38.281834], 'time': 1683167633.8988}"
2023-05-03T19:33:53.935206Z,"{'mot': [33, 0, 0.714833, 0.171875, 0.609375, -0.296875, 1.000015, 0.156252, -0.187503, -76.563667, -21.916704, 38.281834], 'time': 1683167633.9144}"
2023-05-03T19:33:53.935324Z,"{'mot': [34, 0, 0.731377, 0.21875, 0.546875, -0.34375, 1.000015, 0.156252, -0.187503, -76.563667, -19.725033, 38.281834], 'time': 1683167633.9301}"
2023-05-03T19:33:53.935458Z,"{'pow': [4.673, 14.756, 2.559, 1.012, 0.468, 1.443, 0.753, 0.95, 0.443, 0.16, 15.493, 28.733, 1.725, 1.42, 0.382, 6.982, 10.064, 1.71, 1.191, 0.314, 8.54, 20.345, 1.502, 1.103, 0.379], 'time': 1683167633.9301}"
2023-05-03T19:33:53.935551Z,"{'signal': 1.0, 'dev': [4, 4, 4, 4, 4, 100], 'batteryPercent': 80, 'time': 1683167633.9301}"
2023-05-03T19:33:53.935639Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.8988}"
2023-05-03T19:33:53.935722Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.9301}"
2023-05-03T19:33:53.974037Z,"{'mot': [35, 0, 0.714833, 0.171875, 0.609375, -0.296875, 1.000015, 0.156252, -0.187503, -76.563667, -21.580713, 38.281834], 'time': 1683167633.9457}"
2023-05-03T19:33:53.974178Z,"{'mot': [36, 0, 0.527329, 0.4375, 0.421875, -0.59375, 1.000015, 0.156252, -0.187503, -76.563667, -19.422642, 38.281834], 'time': 1683167633.9613}"
2023-05-03T19:33:53.974269Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.9613}"
2023-05-03T19:33:53.994570Z,"{'mot': [37, 0, 0.996821, 0.0, 0.078125, 0.015625, 1.000015, 0.156252, -0.187503, -76.563667, -17.480377, 38.281834], 'time': 1683167633.9769}"
2023-05-03T19:33:53.994704Z,"{'mot': [38, 0, 0.994001, -0.03125, 0.09375, 0.046875, 1.000015, 0.156252, -0.187503, -76.563667, -15.73234, 38.281834], 'time': 1683167633.9926}"
2023-05-03T19:33:53.994789Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167633.9926}"
2023-05-03T19:33:54.033944Z,"{'mot': [39, 0, 0.98611, -0.0625, 0.140625, 0.0625, 1.000015, 0.156252, -0.187503, -76.563667, -14.159106, 38.281834], 'time': 1683167634.0082}"
2023-05-03T19:33:54.034090Z,"{'mot': [40, 0, 0.97177, -0.0625, 0.21875, 0.0625, 1.000015, 0.156252, -0.187503, -76.563667, -12.743196, 38.281834], 'time': 1683167634.0238}"
2023-05-03T19:33:54.034201Z,"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.0238}"
2023-05-03T19:33:54.073955Z,"{'mot': [41, 0, 0.937891, 0.0, 0.34375, -0.046875, 1.000015, 0.156252, -0.187503, -76.563667, -15.297059, 38.281834], 'time': 1683167634.0394}"
2023-05-03T19:33:54.074090Z,"{'mot': [42, 0, 0.769125, 0.25, 0.453125, -0.375, 1.000015, 0.156252, -0.187503, -76.563667, -13.767353, 38.281834], 'time': 1683167634.0551}"
2023-05-03T19:33:54.074195Z,"{'mot': [43, 0, 0.737526, 0.15625, 0.59375, -0.28125, 0.968765, 0.156252, -0.187503, -76.563667, -12.390618, 38.281834], 'time': 1683167634.0707}"
2023-05-03T19:33:54.074319Z,"{'pow': [4.569, 15.173, 2.816, 1.2, 0.461, 1.529, 0.898, 1.055, 0.426, 0.171, 15.827, 32.137, 2.365, 1.655, 0.361, 8.33, 10.644, 2.153, 1.543, 0.344, 10.011, 21.212, 1.615, 1.183, 0.431], 'time': 1683167634.0551}"
