Message,timestamp,data
"{'mot': [37, 0, 0.999756, 0.0, 0.015625, 0.015625, 1.000015, 0.156252, -0.187503, -76.563667, -9.963085, 38.281834], 'time': 1683167634.9769}",2023-05-03 19:33:54.993974+00:00,500.4742563561665 499.86174221481247
"{'mot': [38, 0, 0.999389, 0.0, 0.03125, 0.015625, 1.000015, 0.156252, -0.187503, -76.563667, -8.966776, 38.281834], 'time': 1683167634.9926}",2023-05-03 19:33:54.994069+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.9613}",2023-05-03 19:33:54.994151+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167634.9926}",2023-05-03 19:33:54.994223+00:00,500.4742563561665 499.86174221481247
"{'mot': [39, 0, 0.999389, 0.0, 0.03125, 0.015625, 0.968765, 0.156252, -0.187503, -76.563667, -8.070099, 38.281834], 'time': 1683167635.0082}",2023-05-03 19:33:55.034520+00:00,500.4742563561665 499.86174221481247
"{'mot': [40, 0, 0.99829, -0.015625, 0.046875, 0.03125, 0.968765, 0.156252, -0.187503, -76.563667, -11.091272, 38.281834], 'time': 1683167635.0238}",2023-05-03 19:33:55.034648+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.0238}",2023-05-03 19:33:55.034730+00:00,500.4742563561665 499.86174221481247
"{'mot': [41, 0, 0.997433, -0.015625, 0.0625, 0.03125, 1.000015, 0.156252, -0.187503, -76.563667, -13.810328, 38.281834], 'time': 1683167635.0394}",2023-05-03 19:33:55.074798+00:00,500.4742563561665 499.86174221481247
"{'mot': [42, 0, 0.994001, -0.03125, 0.09375, 0.046875, 1.000015, 0.156252, -0.187503, -76.563667, -16.257479, 38.281834], 'time': 1683167635.0551}",2023-05-03 19:33:55.074950+00:00,500.4742563561665 499.86174221481247
"{'mot': [43, 0, 0.989076, -0.046875, 0.125, 0.0625, 0.968765, 0.156252, -0.187503, -76.563667, -14.631731, 38.281834], 'time': 1683167635.0707}",2023-05-03 19:33:55.075055+00:00,500.4742563561665 499.86174221481247
"{'pow': [2.373, 6.066, 1.613, 1.157, 0.469, 0.567, 1.195, 0.962, 0.309, 0.268, 6.739, 13.66, 2.086, 0.911, 0.383, 4.362, 6.166, 1.449, 1.57, 0.406, 2.619, 8.837, 2.842, 0.931, 0.749], 'time': 1683167635.0551}",2023-05-03 19:33:55.075174+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.0551}",2023-05-03 19:33:55.075257+00:00,500.4742563561665 499.86174221481247
"{'mot': [44, 0, 0.976031, -0.0625, 0.203125, 0.046875, 1.000015, 0.156252, -0.187503, -76.563667, -16.996742, 38.281834], 'time': 1683167635.0863}",2023-05-03 19:33:55.113685+00:00,500.4742563561665 499.86174221481247
"{'mot': [45, 0, 0.949275, -0.015625, 0.3125, -0.03125, 1.000015, 0.156252, -0.187503, -76.563667, -15.297068, 38.281834], 'time': 1683167635.1019}",2023-05-03 19:33:55.113859+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.0863}",2023-05-03 19:33:55.113939+00:00,500.4742563561665 499.86174221481247
"{'mot': [46, 0, 0.989076, -0.046875, 0.125, 0.0625, 0.968765, 0.156252, -0.187503, -76.563667, -13.767361, 38.281834], 'time': 1683167635.1176}",2023-05-03 19:33:55.134009+00:00,500.4742563561665 499.86174221481247
"{'mot': [47, 0, 0.835901, 0.1875, 0.421875, -0.296875, 0.968765, 0.156252, -0.187503, -76.563667, -12.390624, 38.281834], 'time': 1683167635.1332}",2023-05-03 19:33:55.134163+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.1176}",2023-05-03 19:33:55.134249+00:00,500.4742563561665 499.86174221481247
"{'mot': [48, 0, 0.728701, 0.25, 0.515625, -0.375, 1.000015, 0.156252, -0.187503, -76.563667, -14.979746, 38.281834], 'time': 1683167635.1488}",2023-05-03 19:33:55.173818+00:00,500.4742563561665 499.86174221481247
"{'mot': [49, 0, 0.72467, 0.15625, 0.609375, -0.28125, 1.000015, 0.156252, -0.187503, -76.563667, -17.309954, 38.281834], 'time': 1683167635.1644}",2023-05-03 19:33:55.174055+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.1488}",2023-05-03 19:33:55.174191+00:00,500.4742563561665 499.86174221481247
"{'mot': [50, 0, 0.539459, 0.4375, 0.40625, -0.59375, 0.968765, 0.156252, -0.187503, -76.563667, -15.578959, 38.281834], 'time': 1683167635.1801}",2023-05-03 19:33:55.214657+00:00,500.4742563561665 499.86174221481247
"{'mot': [51, 0, 0.998779, 0.0, 0.046875, 0.015625, 1.000015, 0.156252, -0.187503, -76.563667, -14.021063, 38.281834], 'time': 1683167635.1957}",2023-05-03 19:33:55.214833+00:00,500.4742563561665 499.86174221481247
"{'mot': [52, 0, 0.99829, -0.015625, 0.046875, 0.03125, 1.000015, 0.156252, -0.187503, -76.563667, -12.618957, 38.281834], 'time': 1683167635.2113}",2023-05-03 19:33:55.214979+00:00,500.4742563561665 499.86174221481247
"{'pow': [2.526, 6.276, 1.832, 1.284, 0.528, 0.625, 1.067, 0.976, 0.325, 0.283, 7.174, 11.999, 1.814, 1.038, 0.395, 4.248, 5.311, 1.764, 1.687, 0.478, 2.659, 8.994, 3.245, 1.072, 0.851], 'time': 1683167635.1801}",2023-05-03 19:33:55.215155+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.1801}",2023-05-03 19:33:55.215306+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.2113}",2023-05-03 19:33:55.215414+00:00,500.4742563561665 499.86174221481247
"{'mot': [53, 0, 0.995351, -0.03125, 0.078125, 0.046875, 1.000015, 0.156252, -0.187503, -76.563667, -11.357061, 38.281834], 'time': 1683167635.2269}",2023-05-03 19:33:55.254308+00:00,500.4742563561665 499.86174221481247
"{'mot': [54, 0, 0.990926, -0.046875, 0.109375, 0.0625, 1.000015, 0.156252, -0.187503, -76.563667, -10.221354, 38.281834], 'time': 1683167635.2426}",2023-05-03 19:33:55.254461+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.2426}",2023-05-03 19:33:55.254557+00:00,500.4742563561665 499.86174221481247
"{'mot': [55, 0, 0.981146, -0.0625, 0.171875, 0.0625, 0.968765, 0.156252, -0.187503, -76.563667, -9.19922, 38.281834], 'time': 1683167635.2582}",2023-05-03 19:33:55.294691+00:00,500.4742563561665 499.86174221481247
"{'mot': [56, 0, 0.962809, -0.046875, 0.265625, 0.015625, 1.000015, 0.156252, -0.187503, -76.563667, -12.107481, 38.281834], 'time': 1683167635.2738}",2023-05-03 19:33:55.294852+00:00,500.4742563561665 499.86174221481247
"{'mot': [57, 0, 0.902335, 0.09375, 0.390625, -0.15625, 0.968765, 0.187503, -0.187503, -76.563667, -14.724916, 38.281834], 'time': 1683167635.2894}",2023-05-03 19:33:55.294977+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.2738}",2023-05-03 19:33:55.295081+00:00,500.4742563561665 499.86174221481247
"{'mot': [58, 0, 0.701213, 0.3125, 0.453125, -0.453125, 1.000015, 0.156252, -0.187503, -76.563667, -17.080608, 38.281834], 'time': 1683167635.3051}",2023-05-03 19:33:55.314282+00:00,500.4742563561665 499.86174221481247
"{'pow': [2.635, 7.107, 1.942, 1.348, 0.565, 0.68, 0.939, 0.94, 0.341, 0.302, 7.136, 10.868, 1.539, 1.099, 0.393, 4.171, 4.395, 1.942, 1.665, 0.528, 2.868, 10.221, 3.351, 1.162, 0.897], 'time': 1683167635.3051}",2023-05-03 19:33:55.314441+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.3051}",2023-05-03 19:33:55.314530+00:00,500.4742563561665 499.86174221481247
"{'mot': [59, 0, 0.774975, 0.0, 0.625, -0.09375, 0.968765, 0.156252, -0.187503, -76.563667, -15.372547, 38.281834], 'time': 1683167635.3207}",2023-05-03 19:33:55.354484+00:00,500.4742563561665 499.86174221481247
"{'mot': [60, 0, 0.847359, 0.296875, 0.203125, -0.390625, 1.000015, 0.156252, -0.187503, -76.563667, -17.663475, 38.281834], 'time': 1683167635.3363}",2023-05-03 19:33:55.354613+00:00,500.4742563561665 499.86174221481247
"{'mot': [61, 0, 0.745593, 0.296875, 0.421875, -0.421875, 1.000015, 0.156252, -0.187503, -76.563667, -15.897128, 38.281834], 'time': 1683167635.3519}",2023-05-03 19:33:55.354715+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.3363}",2023-05-03 19:33:55.354799+00:00,500.4742563561665 499.86174221481247
"{'mot': [62, 0, 0.764668, -0.03125, 0.640625, -0.0625, 1.000015, 0.156252, -0.187503, -76.563667, -14.307416, 38.281834], 'time': 1683167635.3676}",2023-05-03 19:33:55.394182+00:00,500.4742563561665 499.86174221481247
"{'mot': [63, 0, 0.0, 0.5625, 0.359375, -0.75, 1.000015, 0.156252, -0.187503, -76.563667, -16.704857, 38.281834], 'time': 1683167635.3832}",2023-05-03 19:33:55.394326+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.3676}",2023-05-03 19:33:55.394412+00:00,500.4742563561665 499.86174221481247
"{'mot': [0, 0, 0.0, -0.84375, 0.4375, 0.96875, 0.968765, 0.156252, -0.187503, -76.563667, -15.034371, 38.281834], 'time': 1683167635.3988}",2023-05-03 19:33:55.435376+00:00,500.4742563561665 499.86174221481247
"{'mot': [1, 0, 0.955811, 0.125, 0.203125, -0.171875, 0.968765, 0.187503, -0.187503, -76.563667, -13.530934, 38.281834], 'time': 1683167635.4144}",2023-05-03 19:33:55.435576+00:00,500.4742563561665 499.86174221481247
"{'mot': [2, 0, 0.0, 0.5625, 0.359375, -0.75, 1.000015, 0.156252, -0.187503, -76.563667, -12.177841, 38.281834], 'time': 1683167635.4301}",2023-05-03 19:33:55.435739+00:00,500.4742563561665 499.86174221481247
"{'pow': [2.694, 8.562, 1.915, 1.303, 0.563, 0.69, 0.831, 0.875, 0.346, 0.315, 6.767, 10.58, 1.315, 1.064, 0.384, 4.093, 3.544, 1.892, 1.493, 0.541, 3.15, 12.391, 3.107, 1.17, 0.868], 'time': 1683167635.4301}",2023-05-03 19:33:55.435937+00:00,500.4742563561665 499.86174221481247
"{'signal': 1.0, 'dev': [4, 4, 4, 4, 4, 100], 'batteryPercent': 80, 'time': 1683167635.4301}",2023-05-03 19:33:55.436063+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.3988}",2023-05-03 19:33:55.436203+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.4301}",2023-05-03 19:33:55.436385+00:00,500.4742563561665 499.86174221481247
"{'mot': [3, 0, 0.955811, 0.125, 0.203125, -0.171875, 0.968765, 0.187503, -0.187503, -76.563667, -10.960057, 38.281834], 'time': 1683167635.4457}",2023-05-03 19:33:55.474042+00:00,500.4742563561665 499.86174221481247
"{'mot': [4, 0, 0.895273, 0.21875, 0.25, -0.296875, 1.000015, 0.156252, -0.218753, -76.563667, -9.864051, 38.281834], 'time': 1683167635.4613}",2023-05-03 19:33:55.474203+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.4613}",2023-05-03 19:33:55.474321+00:00,500.4742563561665 499.86174221481247
"{'mot': [5, 0, 0.833415, 0.171875, 0.453125, -0.265625, 1.000015, 0.156252, -0.187503, -76.563667, -8.877646, 38.281834], 'time': 1683167635.4769}",2023-05-03 19:33:55.494383+00:00,500.4742563561665 499.86174221481247
"{'mot': [6, 0, 0.731377, 0.21875, 0.546875, -0.34375, 1.000015, 0.156252, -0.187503, -76.563667, -7.989882, 38.281834], 'time': 1683167635.4926}",2023-05-03 19:33:55.494509+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.4926}",2023-05-03 19:33:55.494587+00:00,500.4742563561665 499.86174221481247
"{'mot': [7, 0, 0.655878, 0.265625, 0.578125, -0.40625, 1.000015, 0.156252, -0.187503, -76.563667, -7.190893, 38.281834], 'time': 1683167635.5082}",2023-05-03 19:33:55.534125+00:00,500.4742563561665 499.86174221481247
"{'mot': [8, 0, 0.708142, 0.171875, 0.609375, -0.3125, 1.000015, 0.156252, -0.187503, -76.563667, -10.299988, 38.281834], 'time': 1683167635.5238}",2023-05-03 19:33:55.534305+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.5238}",2023-05-03 19:33:55.534412+00:00,500.4742563561665 499.86174221481247
"{'mot': [9, 0, 0.53148, 0.421875, 0.453125, -0.578125, 1.000015, 0.156252, -0.187503, -76.563667, -13.098172, 38.281834], 'time': 1683167635.5394}",2023-05-03 19:33:55.573935+00:00,500.4742563561665 499.86174221481247
"{'mot': [10, 0, 0.999756, 0.0, 0.015625, 0.015625, 1.000015, 0.156252, -0.187503, -76.563667, -15.616538, 38.281834], 'time': 1683167635.5551}",2023-05-03 19:33:55.574126+00:00,500.4742563561665 499.86174221481247
"{'mot': [11, 0, 0.999756, 0.0, 0.015625, 0.015625, 0.968765, 0.156252, -0.187503, -76.563667, -17.883068, 38.281834], 'time': 1683167635.5707}",2023-05-03 19:33:55.574227+00:00,500.4742563561665 499.86174221481247
"{'pow': [2.754, 10.721, 1.785, 1.176, 0.522, 0.659, 0.757, 0.802, 0.339, 0.32, 6.38, 11.257, 1.197, 0.951, 0.385, 4.036, 3.018, 1.649, 1.242, 0.521, 3.484, 15.404, 2.599, 1.118, 0.777], 'time': 1683167635.5551}",2023-05-03 19:33:55.574341+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.5551}",2023-05-03 19:33:55.574421+00:00,500.4742563561665 499.86174221481247
"{'mot': [12, 0, 0.999756, 0.0, 0.015625, 0.015625, 1.000015, 0.156252, -0.187503, -76.563667, -19.922945, 38.281834], 'time': 1683167635.5863}",2023-05-03 19:33:55.614215+00:00,500.4742563561665 499.86174221481247
"{'mot': [13, 0, 0.999389, 0.0, 0.03125, 0.015625, 0.968765, 0.156252, -0.218753, -76.563667, -21.758833, 38.281834], 'time': 1683167635.6019}",2023-05-03 19:33:55.614361+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.5863}",2023-05-03 19:33:55.614460+00:00,500.4742563561665 499.86174221481247
"{'mot': [14, 0, 0.99829, -0.015625, 0.046875, 0.03125, 1.000015, 0.156252, -0.187503, -76.563667, -19.582951, 38.281834], 'time': 1683167635.6176}",2023-05-03 19:33:55.653787+00:00,500.4742563561665 499.86174221481247
"{'mot': [15, 0, 0.996454, -0.03125, 0.0625, 0.046875, 0.968765, 0.156252, -0.187503, -76.563667, -21.452839, 38.281834], 'time': 1683167635.6332}",2023-05-03 19:33:55.653910+00:00,500.4742563561665 499.86174221481247
"{'mot': [16, 0, 0.993386, -0.046875, 0.09375, 0.046875, 1.000015, 0.156252, -0.187503, -76.563667, -23.135738, 38.281834], 'time': 1683167635.6488}",2023-05-03 19:33:55.654009+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.6176}",2023-05-03 19:33:55.654087+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.6488}",2023-05-03 19:33:55.654167+00:00,500.4742563561665 499.86174221481247
"{'mot': [17, 0, 0.988212, -0.0625, 0.125, 0.0625, 0.968765, 0.156252, -0.187503, -76.563667, -24.650347, 38.281834], 'time': 1683167635.6644}",2023-05-03 19:33:55.673991+00:00,500.4742563561665 499.86174221481247
"{'mot': [18, 0, 0.975155, -0.0625, 0.203125, 0.0625, 0.968765, 0.156252, -0.218753, -76.563667, -22.185312, 38.281834], 'time': 1683167635.6801}",2023-05-03 19:33:55.713991+00:00,500.4742563561665 499.86174221481247
"{'mot': [19, 0, 0.949275, -0.015625, 0.3125, -0.03125, 1.000015, 0.125002, -0.187503, -76.563667, -19.966782, 38.281834], 'time': 1683167635.6957}",2023-05-03 19:33:55.714116+00:00,500.4742563561665 499.86174221481247
"{'mot': [20, 0, 0.818338, 0.203125, 0.4375, -0.3125, 0.968765, 0.156252, -0.187503, -76.563667, -17.970104, 38.281834], 'time': 1683167635.7113}",2023-05-03 19:33:55.714218+00:00,500.4742563561665 499.86174221481247
"{'pow': [2.811, 13.448, 1.625, 1.042, 0.461, 0.603, 0.712, 0.735, 0.327, 0.313, 6.209, 12.79, 1.245, 0.814, 0.411, 4.03, 3.029, 1.323, 1.022, 0.488, 3.752, 18.963, 1.97, 1.063, 0.657], 'time': 1683167635.6801}",2023-05-03 19:33:55.714334+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.6801}",2023-05-03 19:33:55.714417+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.7113}",2023-05-03 19:33:55.714488+00:00,500.4742563561665 499.86174221481247
"{'mot': [21, 0, 0.722646, 0.234375, 0.53125, -0.375, 0.968765, 0.156252, -0.187503, -76.563667, -16.173094, 38.281834], 'time': 1683167635.7269}",2023-05-03 19:33:55.754378+00:00,500.4742563561665 499.86174221481247
"{'mot': [22, 0, 0.70607, 0.203125, 0.59375, -0.328125, 1.000015, 0.156252, -0.218753, -76.563667, -14.555784, 38.281834], 'time': 1683167635.7426}",2023-05-03 19:33:55.754515+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.7426}",2023-05-03 19:33:55.754604+00:00,500.4742563561665 499.86174221481247
"{'mot': [23, 0, 0.557048, 0.375, 0.5, -0.546875, 1.000015, 0.156252, -0.218753, -76.563667, -13.100205, 38.281834], 'time': 1683167635.7582}",2023-05-03 19:33:55.793850+00:00,500.4742563561665 499.86174221481247
"{'mot': [24, 0, 0.936458, -0.0625, 0.34375, 0.03125, 1.000015, 0.156252, -0.218753, -76.563667, -15.618368, 38.281834], 'time': 1683167635.7738}",2023-05-03 19:33:55.793973+00:00,500.4742563561665 499.86174221481247
"{'mot': [25, 0, 0.843895, 0.109375, 0.484375, -0.203125, 1.000015, 0.156252, -0.187503, -76.563667, -17.884714, 38.281834], 'time': 1683167635.7894}",2023-05-03 19:33:55.794071+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.7738}",2023-05-03 19:33:55.794149+00:00,500.4742563561665 499.86174221481247
"{'mot': [26, 0, 0.500732, 0.4375, 0.453125, -0.59375, 1.000015, 0.156252, -0.187503, -76.563667, -16.096243, 38.281834], 'time': 1683167635.8051}",2023-05-03 19:33:55.815015+00:00,500.4742563561665 499.86174221481247
"{'pow': [2.892, 16.238, 1.507, 0.978, 0.403, 0.561, 0.678, 0.682, 0.328, 0.299, 6.36, 14.829, 1.481, 0.716, 0.467, 4.167, 3.62, 1.034, 0.912, 0.463, 3.865, 22.471, 1.385, 1.058, 0.545], 'time': 1683167635.8051}",2023-05-03 19:33:55.815184+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.8051}",2023-05-03 19:33:55.815272+00:00,500.4742563561665 499.86174221481247
"{'mot': [27, 0, 0.98127, -0.03125, 0.1875, 0.03125, 1.000015, 0.156252, -0.218753, -76.563667, -14.486619, 38.281834], 'time': 1683167635.8207}",2023-05-03 19:33:55.853969+00:00,500.4742563561665 499.86174221481247
"{'mot': [28, 0, 0.957725, -0.078125, 0.265625, 0.078125, 1.000015, 0.156252, -0.218753, -76.563667, -16.86614, 38.281834], 'time': 1683167635.8363}",2023-05-03 19:33:55.854099+00:00,500.4742563561665 499.86174221481247
"{'mot': [29, 0, 0.898811, 0.046875, 0.421875, -0.109375, 1.000015, 0.156252, -0.218753, -76.563667, -15.179526, 38.281834], 'time': 1683167635.8519}",2023-05-03 19:33:55.854198+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.8363}",2023-05-03 19:33:55.854278+00:00,500.4742563561665 499.86174221481247
"{'mot': [30, 0, 0.573248, 0.390625, 0.46875, -0.546875, 1.000015, 0.156252, -0.187503, -76.563667, -17.489758, 38.281834], 'time': 1683167635.8676}",2023-05-03 19:33:55.894405+00:00,500.4742563561665 499.86174221481247
"{'mot': [31, 0, 0.911488, -0.0625, 0.40625, 0.015625, 0.968765, 0.156252, -0.187503, -76.563667, -19.568964, 38.281834], 'time': 1683167635.8832}",2023-05-03 19:33:55.894540+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.8676}",2023-05-03 19:33:55.894642+00:00,500.4742563561665 499.86174221481247
"{'mot': [32, 0, 0.703299, 0.265625, 0.53125, -0.390625, 1.000015, 0.156252, -0.187503, -76.563667, -21.440252, 38.281834], 'time': 1683167635.8988}",2023-05-03 19:33:55.934868+00:00,500.4742563561665 499.86174221481247
"{'mot': [33, 0, 0.693863, 0.21875, 0.59375, -0.34375, 0.968765, 0.156252, -0.187503, -76.563667, -23.124411, 38.281834], 'time': 1683167635.9144}",2023-05-03 19:33:55.935136+00:00,500.4742563561665 499.86174221481247
"{'mot': [34, 0, 0.590038, 0.34375, 0.546875, -0.484375, 1.000015, 0.156252, -0.187503, -76.563667, -20.81197, 38.281834], 'time': 1683167635.9301}",2023-05-03 19:33:55.935334+00:00,500.4742563561665 499.86174221481247
"{'pow': [2.974, 18.289, 1.436, 1.012, 0.368, 0.555, 0.646, 0.641, 0.357, 0.285, 6.723, 16.819, 1.849, 0.695, 0.546, 4.53, 4.649, 0.85, 0.925, 0.461, 3.753, 25.018, 0.96, 1.12, 0.47], 'time': 1683167635.9301}",2023-05-03 19:33:55.935596+00:00,500.4742563561665 499.86174221481247
"{'signal': 1.0, 'dev': [4, 4, 4, 4, 4, 100], 'batteryPercent': 80, 'time': 1683167635.9301}",2023-05-03 19:33:55.935747+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.8988}",2023-05-03 19:33:55.935888+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.9301}",2023-05-03 19:33:55.936024+00:00,500.4742563561665 499.86174221481247
"{'mot': [35, 0, 0.703299, 0.265625, 0.53125, -0.390625, 1.000015, 0.156252, -0.187503, -76.563667, -22.558956, 38.281834], 'time': 1683167635.9457}",2023-05-03 19:33:55.954333+00:00,500.4742563561665 499.86174221481247
"{'mot': [36, 0, 0.590038, 0.34375, 0.546875, -0.484375, 1.000015, 0.156252, -0.187503, -76.563667, -20.303061, 38.281834], 'time': 1683167635.9613}",2023-05-03 19:33:55.994131+00:00,500.4742563561665 499.86174221481247
"{'mot': [37, 0, 0.82532, -0.046875, 0.5625, -0.015625, 1.000015, 0.156252, -0.187503, -76.563667, -18.272755, 38.281834], 'time': 1683167635.9769}",2023-05-03 19:33:55.994326+00:00,500.4742563561665 499.86174221481247
"{'mot': [38, 0, 0.941009, 0.1875, 0.15625, -0.234375, 1.000015, 0.156252, -0.187503, -76.563667, -16.445478, 38.281834], 'time': 1683167635.9926}",2023-05-03 19:33:55.994492+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.9613}",2023-05-03 19:33:55.994678+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167635.9926}",2023-05-03 19:33:55.994803+00:00,500.4742563561665 499.86174221481247
"{'mot': [39, 0, 0.877508, 0.265625, 0.203125, -0.34375, 1.000015, 0.156252, -0.187503, -76.563667, -14.800931, 38.281834], 'time': 1683167636.0082}",2023-05-03 19:33:56.033666+00:00,500.4742563561665 499.86174221481247
"{'mot': [40, 0, 0.809791, 0.203125, 0.453125, -0.3125, 0.968765, 0.156252, -0.187503, -76.563667, -13.320838, 38.281834], 'time': 1683167636.0238}",2023-05-03 19:33:56.033798+00:00,500.4742563561665 499.86174221481247
"{'eyeAct': 'neutral', 'uAct': 'frown', 'uPow': 1.0, 'lAct': 'smile', 'lPow': 0.65, 'time': 1683167636.0238}",2023-05-03 19:33:56.033882+00:00,500.4742563561665 499.86174221481247
"{'mot': [41, 0, 0.755514, 0.15625, 0.578125, -0.265625, 1.000015, 0.156252, -0.187503, -76.563667, -11.988754, 38.281834], 'time': 1683167636.0394}",2023-05-03 19:33:56.074458+00:00,500.4742563561665 499.86174221481247
"{'mot': [42, 0, 0.500732, 0.4375, 0.453125, -0.59375, 0.968765, 0.156252, -0.187503, -76.563667, -14.618062, 38.281834], 'time': 1683167636.0551}",2023-05-03 19:33:56.074584+00:00,500.4742563561665 499.86174221481247
